DS 000001A8 00000073 00000000 00000000 00000026
DS 0000039A 000000EC 00000000 00000000 00000061
DS 0000038A 000000E5 00000000 00000000 0000005A
DS 000003C5 000000E3 00000000 00000000 0000004A
DS 00000387 000000F5 00000000 00000000 00000055
DS 0000039B 000000DB 00000000 00000000 0000004C
DS 00000397 000000EE 00000000 00000000 0000005B
DS 000003B9 000000E3 00000000 00000000 00000048
DS 000003B3 0000010D 00000000 00000000 00000063
DS 00000397 00000106 00000000 00000000 00000066
DS 0000038B 000000F4 00000000 00000000 00000058
DS 00000399 000000FB 00000000 00000000 0000004F
DS 000003A6 000000D1 00000000 00000000 0000004F
DS 000003B6 000000E4 00000000 00000000 0000004C
DS 000003A6 000000F8 00000000 00000000 00000057
DS 00000371 000000E5 00000000 00000000 0000005E
DS 0000037D 000000DF 00000000 00000000 0000004F
DS 00000362 000000CE 00000000 00000000 00000046
DS 00000380 000000E9 00000000 00000000 0000004C
DS 000003AE 000000DA 00000000 00000000 00000058
DS 0000039E 000000DD 00000000 00000000 0000004F
DS 0000037C 000000E8 00000000 00000000 0000004F
DS 0000038E 000000EE 00000000 00000000 00000063
DS 0000038A 000000E3 00000000 00000000 00000042
DS 0000037E 000000EA 00000000 00000000 0000004D
DS 0000038A 000000D7 00000000 00000000 0000004C
DS 0000039B 000000E6 00000000 00000000 00000059
DS 000003A5 000000E4 00000000 00000000 00000053
DS 000003B7 000000BC 00000000 00000000 00000051
DS 00000380 000000D0 00000000 00000000 0000004B
DS 00000395 000000C9 00000000 00000000 0000004C
DS 000003C0 000000DE 00000000 00000000 00000062
DS 00000376 000000D2 00000000 00000000 00000053
DS 00000378 000000EE 00000000 00000000 0000005A
DS 0000039E 000000D4 00000000 00000000 00000053
DS 0000039E 000000D6 00000000 00000000 0000004D
DS 0000037B 000000BB 00000000 00000000 00000044
DS 00000381 000000A9 00000000 00000000 00000043
DS 00000391 000000C1 00000000 00000000 00000047
DS 00000362 000000C4 00000000 00000000 0000004E
DS 0000039D 000000E1 00000000 00000000 00000055
DS 00000363 000000C2 00000000 00000000 00000047
DS 000003A1 000000E4 00000000 00000000 0000005F
DS 00000383 000000CA 00000000 00000000 0000004B
DS 000003CD 000000EA 00000000 00000000 00000053
DS 0000039E 000000D0 00000000 00000000 00000042
DS 00000392 000000DE 00000000 00000000 00000058
DS 0000036A 000000CE 00000000 00000000 0000003F
DS 0000037B 000000C3 00000000 00000000 00000045
DS 000003B5 000000DB 00000000 00000000 0000005E
DS 0000031D 000000B6 00000000 00000000 00000035
DS 000003AC 000000DC 00000000 00000000 0000004E
DS 00000388 000000BD 00000000 00000000 00000042
DS 0000038C 000000E9 00000000 00000000 00000058
DS 00000392 000000CB 00000000 00000000 00000049
DS 00000372 000000D5 00000000 00000000 00000051
DS 0000038B 000000D3 00000000 00000000 0000004F
DS 0000038B 000000DD 00000000 00000000 00000052
DS 000003CA 000000D0 00000000 00000000 00000050
DS 000003BE 000000C1 00000000 00000000 00000046
DS 0000035A 000000CB 00000000 00000000 00000054
DS 000003AE 000000D8 00000000 00000000 0000004B
DS 00000383 000000D8 00000000 00000000 0000004E
DS 000003B1 000000DA 00000000 00000000 00000053
DS 00000371 000000CC 00000000 00000000 00000044
DS 000003BA 000000B9 00000000 00000000 0000004C
DS 00000394 000000BD 00000000 00000000 00000041
DS 000003A2 000000C4 00000000 00000000 0000003D
DS 0000038F 000000CB 00000000 00000000 00000044
DS 00000366 000000D2 00000000 00000000 00000051
DS 00000359 000000D4 00000000 00000000 0000004E
DS 0000038C 000000C4 00000000 00000000 00000041
DS 00000379 000000D4 00000000 00000000 0000004B
DS 00000396 000000EA 00000000 00000000 00000059
DS 0000032B 000000C0 00000000 00000000 00000046
DS 00000374 000000EF 00000000 00000000 0000004C
DS 00000386 000000C5 00000000 00000000 0000004B
DS 00000365 000000C8 00000000 00000000 00000042
DS 00000394 000000E1 00000000 00000000 0000005C
DS 00000389 000000D0 00000000 00000000 00000042
DS 00000392 000000D6 00000000 00000000 0000004D
DS 00000393 000000CF 00000000 00000000 00000052
DS 00000378 000000D7 00000000 00000000 00000045
DS 00000365 000000D5 00000000 00000000 00000053
DS 0000039B 000000C9 00000000 00000000 0000004B
DS 00000380 000000C5 00000000 00000000 0000004D
DS 00000375 000000C8 00000000 00000000 00000043
DS 0000036C 000000CB 00000000 00000000 0000004E
DS 0000039A 000000B8 00000000 00000000 0000004F
DS 000003C9 000000E7 00000000 00000000 00000057
DS 00000389 000000CB 00000000 00000000 0000004C
DS 0000035E 000000DE 00000000 00000000 0000004F
DS 00000385 000000DF 00000000 00000000 00000051
DS 00000391 000000CD 00000000 00000000 0000004F
DS 0000035F 000000DA 00000000 00000000 0000003E
DS 0000038B 000000D7 00000000 00000000 0000004B
DS 00000376 000000CB 00000000 00000000 0000004C
DS 000003B1 000000C0 00000000 00000000 00000057
DS 00000368 000000D9 00000000 00000000 0000004B
DS 0000035B 000000BB 00000000 00000000 00000047
DS 0000035E 000000CA 00000000 00000000 0000004A
DS 00000390 000000C6 00000000 00000000 0000004C
DS 0000036C 000000DA 00000000 00000000 00000045
DS 00000386 000000C3 00000000 00000000 0000004D
DS 0000036F 000000D3 00000000 00000000 00000049
DS 00000354 000000C5 00000000 00000000 00000049
DS 00000373 000000D8 00000000 00000000 0000004C
DS 00000388 000000BC 00000000 00000000 00000045
DS 00000383 000000E1 00000000 00000000 00000059
DS 00000366 000000CC 00000000 00000000 00000040
DS 00000390 000000D7 00000000 00000000 00000056
DS 00000369 000000C8 00000000 00000000 0000003E
DS 000003B9 000000C3 00000000 00000000 00000049
DS 00000352 000000BD 00000000 00000000 00000045
DS 00000358 000000D2 00000000 00000000 00000046
DS 00000376 000000BB 00000000 00000000 0000003E
DS 0000033B 000000D1 00000000 00000000 00000047
DS 00000364 000000C0 00000000 00000000 00000043
DS 0000035A 000000C7 00000000 00000000 00000042
DS 00000397 000000CF 00000000 00000000 00000048
DS 0000034E 000000CF 00000000 00000000 0000004B
DS 0000038B 000000DF 00000000 00000000 0000004D
DS 0000036B 000000C4 00000000 00000000 0000004C
DS 00000360 000000DF 00000000 00000000 00000050
DS 00000350 000000BB 00000000 00000000 00000043
DS 000003BB 000000D8 00000000 00000000 00000058
DS 0000034E 000000C5 00000000 00000000 00000040
DS 0000034E 000000BA 00000000 00000000 00000035
DS 0000036F 000000DC 00000000 00000000 0000004E
DS 00000379 000000BC 00000000 00000000 0000004C
DS 0000035C 000000CA 00000000 00000000 00000051
DS 00000363 000000E8 00000000 00000000 00000054
DS 00000372 000000D3 00000000 00000000 0000005A
DS 00000345 000000BD 00000000 00000000 00000048
DS 0000035A 000000CD 00000000 00000000 0000004A
DS 0000034C 000000C8 00000000 00000000 00000043
DS 00000350 000000D5 00000000 00000000 0000004A
DS 00000376 000000CD 00000000 00000000 00000046
DS 00000341 000000D4 00000000 00000000 00000045
DS 0000034C 000000AA 00000000 00000000 00000047
DS 00000352 000000D2 00000000 00000000 0000003B
DS 0000038B 000000C8 00000000 00000000 00000046
DS 0000033E 000000D5 00000000 00000000 00000043
DS 000003A2 000000D7 00000000 00000000 0000004F
DS 00000394 000000C8 00000000 00000000 00000047
DS 000003A5 000000D9 00000000 00000000 0000005A
DS 000003DB 000000FC 00000000 00000000 00000063
DS 00000393 000000DD 00000000 00000000 0000005B
DS 000003E8 000000F4 00000000 00000000 0000005B
DS 00000368 000000DC 00000000 00000000 00000048
DS 00000382 000000CF 00000000 00000000 00000048
DS 00000374 000000E4 00000000 00000000 00000051
DS 000003BF 000000F9 00000000 00000000 0000005D
DS 000003C9 000000F9 00000000 00000000 0000005C
DS 00000379 000000D5 00000000 00000000 00000046
DS 0000039A 000000F4 00000000 00000000 0000005C
DS 000003DB 000000FC 00000000 00000000 0000006A
DS 000003A3 000000DC 00000000 00000000 00000059
DS 000003D0 000000F1 00000000 00000000 00000066
DS 00000396 000000F3 00000000 00000000 00000052
DS 00000370 000000F3 00000000 00000000 00000052
DS 00000379 000000F7 00000000 00000000 0000004B
DS 000003C6 000000EE 00000000 00000000 00000059
DS 00000367 000000E3 00000000 00000000 0000004A
DS 000003CA 000000F0 00000000 00000000 0000005F
DS 00000387 000000F5 00000000 00000000 0000004A
DS 000003CD 000000DA 00000000 00000000 00000059
DS 000003CF 000000F9 00000000 00000000 00000061
DS 000003CE 000000EB 00000000 00000000 0000005C
DS 00000373 000000E8 00000000 00000000 00000058
DS 000003AB 000000EA 00000000 00000000 00000051
DS 000003E7 000000E7 00000000 00000000 00000051
DS 000003A1 00000101 00000000 00000000 0000004D
DS 00000396 000000DA 00000000 00000000 00000052
DS 00000393 00000102 00000000 00000000 00000067
DS 00000370 000000D5 00000000 00000000 00000048
DS 0000039C 000000C7 00000000 00000000 0000004C
DS 00000395 000000E9 00000000 00000000 00000056
DS 00000395 000000F1 00000000 00000000 00000061
DS 000003C1 000000F8 00000000 00000000 0000005D
DS 000003E5 0000010D 00000000 00000000 00000065
DS 000003C4 000000F2 00000000 00000000 00000058
DS 00000365 000000F6 00000000 00000000 0000005D
DS 0000038D 000000F2 00000000 00000000 00000062
DS 000003B3 000000ED 00000000 00000000 00000056
DS 00000376 000000D5 00000000 00000000 0000004F
DS 000003A4 000000E8 00000000 00000000 00000050
DS 000003BD 00000108 00000000 00000000 00000051
DS 000003CC 00000105 00000000 00000000 00000061
DS 000003AA 00000102 00000000 00000000 0000005A
DS 000003DB 000000F7 00000000 00000000 00000059
DS 00000391 000000F5 00000000 00000000 00000054
DS 00000415 000000F7 00000000 00000000 0000005D
DS 000003E3 00000100 00000000 00000000 00000068
DS 000003C6 0000010B 00000000 00000000 0000006C
DS 0000038F 00000100 00000000 00000000 0000005A
DS 000003C9 000000F5 00000000 00000000 00000052
DS 000003C9 00000101 00000000 00000000 0000005A
DS 000003B2 000000FF 00000000 00000000 0000005E
DS 000003C5 000000E8 00000000 00000000 0000004C
DS 000003BD 000000F0 00000000 00000000 0000005D
DS 00000367 000000B7 00000000 00000000 00000043
DS 0000039C 000000D9 00000000 00000000 0000004F
DS 000003B7 000000F8 00000000 00000000 0000006E
DS 000003A7 000000E9 00000000 00000000 00000057
DS 0000039F 000000D0 00000000 00000000 00000048
DS 000003C9 000000EC 00000000 00000000 00000057
DS 00000396 000000E6 00000000 00000000 0000004E
DS 00000397 000000E1 00000000 00000000 00000050
